;;;;;;;;;;;;;;;;
CODIGO;DISTRITO;DEPARTAMENTO;MUNICIPIO;ESTABLECIMIENTO;DIRECCION;TELEFONO;SUPERVISOR;DIRECTOR;NIVEL;SECTOR;AREA;STATUS;MODALIDAD;JORNADA;PLAN;DEPARTAMENTAL
13-01-0013-43;13-001;HUEHUETENANGO;HUEHUETENANGO;COLEGIO DE LA SALLE;10A AVENIDA DE LA SALLE 10-00 ZONA 1;77681510;HUGO GONZLEZ SALVADOR;OSCAR FERNANDO MART͎EZ TELLO;PRIMARIA;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0014-43;13-001;HUEHUETENANGO;HUEHUETENANGO;"COLEGIO PRIVADO MIXTO ""SAN LORENZO""";5A. CALLE 1ER ACCESO 5-75 ZONA 5;77646479;HUGO GONZLEZ SALVADOR;LILIAN IVETH GALICIA AVILA;PRIMARIA;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0015-43;13-001;HUEHUETENANGO;HUEHUETENANGO;LICEO Y ACADEMIA ADVENTISTA 'DIEGUEZ OLAVERRI';EL TERRERO ZONA 4;79345408;HUGO GONZLEZ SALVADOR;IRENE AGUIRRE ESCOBAR;PRIMARIA;PRIVADO;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0016-43;13-001;HUEHUETENANGO;HUEHUETENANGO;COLEGIO PRIVADO EVANGELICO MIXTO 'LA AURORA';5A. CALLE 5-47 ZONA 1;77641328;HUGO GONZLEZ SALVADOR;OVIDIA YOLANDA SOTO VILLATORO;PRIMARIA;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0017-43;13-001;HUEHUETENANGO;HUEHUETENANGO;COLEGIO MIXTO ASTURIAS;2A. CALLE 7-32 INTERIOR ZONA 1;77640625;HUGO GONZLEZ SALVADOR;ANABELA CLARISA MɎDEZ ESCOBEDO;PRIMARIA;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0018-43;13-002;HUEHUETENANGO;HUEHUETENANGO;EORM;ALDEA SUCULIQUE;;MIRZA YOJANA LӐEZ BRIONES;KAREN LISSETTE GӍEZ MART͎EZ;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0019-43;13-002;HUEHUETENANGO;HUEHUETENANGO;EORM;ALDEA XETENAM;46355278;MIRZA YOJANA LӐEZ BRIONES;GUSTAVO ADOLFO RIVAS MORALES;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0020-43;13-003;HUEHUETENANGO;HUEHUETENANGO;EORM;ALDEA EL TERRERO;79345327;AURA MARINA RECINOS DE FڎES;MAŔ DEL ROSARIO MOLINA OSORIO;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0021-43;13-003;HUEHUETENANGO;HUEHUETENANGO;EORM;ALDEA CANBAJ;55220895;AURA MARINA RECINOS DE FڎES;MARCO ANTONIO CANO TELLO;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0022-43;13-003;HUEHUETENANGO;HUEHUETENANGO;EORM;ALDEA ZACULEU;79345204;AURA MARINA RECINOS DE FڎES;EDVIN OTONIEL ALVARADO GARĆ;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0023-43;13-003;HUEHUETENANGO;HUEHUETENANGO;EORM;ALDEA LO DE HERNANDEZ;;AURA MARINA RECINOS DE FڎES;CɓAR AUGUSTO HERNNDEZ Y HERNNDEZ;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0024-43;13-002;HUEHUETENANGO;HUEHUETENANGO;EORM;CASERIO TOJOCAZ ALDEA SAN LORENZO;49552373;MIRZA YOJANA LӐEZ BRIONES;MARIA ALEJANDRA RAMOS;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0025-43;13-002;HUEHUETENANGO;HUEHUETENANGO;EORM;ALDEA SUNUL;45464292;MIRZA YOJANA LӐEZ BRIONES;MIRIAM TELMA HERRERA MART͎EZ;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0026-43;13-002;HUEHUETENANGO;HUEHUETENANGO;"EORM ""ALICIA ROJAS DE PALACIOS""";ALDEA EL CARRIZAL NO. 2;58919379;MIRZA YOJANA LӐEZ BRIONES;EDVIN ANIBAL SAMAYOA CASTAхDA;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0027-43;13-002;HUEHUETENANGO;HUEHUETENANGO;EORM ESTHER MARROQUIN SOLORZANO DE PALACIOS;1A. AVENIDA 6-417 ZONA 3 PRIMER CARRIZAL;48512977;MIRZA YOJANA LӐEZ BRIONES;DELMAR LEONEL CORTɓ BARRIOS;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0028-43;13-002;HUEHUETENANGO;HUEHUETENANGO;EORM;ALDEA TALMICHE;;MIRZA YOJANA LӐEZ BRIONES;ERICK GIOVANY LӐEZ LUCAS;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0029-43;13-003;HUEHUETENANGO;HUEHUETENANGO;"EORM ""MARIA ELVA RECINOS CASTILLO""";ALDEA LLANO GRANDE;45491116;AURA MARINA RECINOS DE FڎES;MAIRA SURAMA GARĆ ARGUETA;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0030-43;13-002;HUEHUETENANGO;HUEHUETENANGO;EORM;ALDEA OCUBILA;53061272;MIRZA YOJANA LӐEZ BRIONES;ANA CAROLINA MART͎EZ MɎDEZ;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0031-43;13-003;HUEHUETENANGO;HUEHUETENANGO;"EORM ""LICENCIADO ALEJANDRO MALDONADO AGUIRRE""";ALDEA LAS LAGUNAS;77649931;AURA MARINA RECINOS DE FڎES;MAUSELIO HERIBERTO MATIAS CRUZ;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0032-42;13-002;HUEHUETENANGO;HUEHUETENANGO;EODP ANEXA A EORM;ALDEA SAN LORENZO;57469165;MIRZA YOJANA LӐEZ BRIONES;HENRY GIOVANI VSQUEZ MART͎EZ;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0032-43;13-002;HUEHUETENANGO;HUEHUETENANGO;EORM;ALDEA SAN LORENZO;57469165;MIRZA YOJANA LӐEZ BRIONES;HENRY GIOVANI VSQUEZ MART͎EZ;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0033-43;13-002;HUEHUETENANGO;HUEHUETENANGO;EORM;ALDEA JUMAJ;53437899;MIRZA YOJANA LӐEZ BRIONES;SERGIO ROBERTO MART͎EZ NORIEGA;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0034-43;13-003;HUEHUETENANGO;HUEHUETENANGO;EORM;ALDEA LA ESTANCIA;57751915;AURA MARINA RECINOS DE FڎES;MAŔ CONCEPCIӎ HERNNDEZ MONTERROSO;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0035-43;13-002;HUEHUETENANGO;HUEHUETENANGO;EORM;ALDEA CAMBOTE;79344386;MIRZA YOJANA LӐEZ BRIONES;JORGE LUIS MɒIDA MONTERROSO;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0036-43;13-002;HUEHUETENANGO;HUEHUETENANGO;EORM;ALDEA HOJECHEJEL;53119524;MIRZA YOJANA LӐEZ BRIONES;SERGIO OBDULIO CANO GӍEZ;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0037-43;13-003;HUEHUETENANGO;HUEHUETENANGO;EORM;ALDEA LAS RUINAS DE ZACULEU;59046844;AURA MARINA RECINOS DE FڎES;MERVIN OBDEL͎ RIVERA MONJARS;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0038-43;13-002;HUEHUETENANGO;HUEHUETENANGO;EORM;ALDEA CHIVACABɼ/td>;58945193;MIRZA YOJANA LӐEZ BRIONES;SANTOS CRISTINO PɒEZ LӐEZ;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0039-43;13-003;HUEHUETENANGO;HUEHUETENANGO;EORM;ALDEA CORRAL CHIQUITO, ZONA 8;77648396;AURA MARINA RECINOS DE FڎES;FREDY ROLANDO SOSA VSQUEZ;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0040-42;13-002;HUEHUETENANGO;HUEHUETENANGO;EODP ANEXA A EORM 'ADRIAN RECINOS';ALDEA CHIMUSINIQUE ZONA 12;77681930;MIRZA YOJANA LӐEZ BRIONES;ILCE LUCRECIA MART͎EZ GONZLEZ;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0040-43;13-002;HUEHUETENANGO;HUEHUETENANGO;"EORM ""ADRIN RECINOS""";ALDEA CHIMUSINIQUE ZONA 12;77681930;MIRZA YOJANA LӐEZ BRIONES;ILCE LUCRECIA MART͎EZ GONZLEZ;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0041-42;13-003;HUEHUETENANGO;HUEHUETENANGO;"EODP ANEXA A EORM ""MIGUEL SANTIAGO SAJCHE RIOS""";ALDEA CHINACA;44817246;AURA MARINA RECINOS DE FڎES;ANGELA MARIA MOLINA ARANA;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0041-43;13-003;HUEHUETENANGO;HUEHUETENANGO;"EORM ""MIGUEL SANTIAGO SAJCHɠR͏S""";ALDEA CHINAC|/td>;33266976;AURA MARINA RECINOS DE FڎES;ANGELA MARIA MOLINA ARANA;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0042-43;13-002;HUEHUETENANGO;HUEHUETENANGO;EORM;CASERIO CANCELAJ ALDEA SAN LORENZO;57211841;MIRZA YOJANA LӐEZ BRIONES;OTILIA VARGAS ARGUETA;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0043-43;13-002;HUEHUETENANGO;HUEHUETENANGO;EORM;ALDEA CHIQUILIABAJ;37157563;MIRZA YOJANA LӐEZ BRIONES;NATALIA ARGUETA CUYUCH;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0044-43;13-003;HUEHUETENANGO;HUEHUETENANGO;EORM;ALDEA EL OREGANO;77627174;AURA MARINA RECINOS DE FڎES;CARLOS EDUARDO MORALES;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0045-43;13-003;HUEHUETENANGO;HUEHUETENANGO;EORM;CASERIO LLANO GRANDE ALDEA LA ESTANCIA;;AURA MARINA RECINOS DE FڎES;NORBERTO FELIPE AGUST͎ RAMOS;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0046-43;13-002;HUEHUETENANGO;HUEHUETENANGO;"EORM CANTӎ LO DE CHVEZ, ""LUIS DESIDERIO HERNNDEZ LOPEZ""";ALDEA OCUBILA;50395617;MIRZA YOJANA LӐEZ BRIONES;LIDYA ARACELY SALOJ YAXӎ;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0047-43;13-002;HUEHUETENANGO;HUEHUETENANGO;"EORM ""PROFESOR RUDY MANUEL LOPEZ LOPEZ""";CANTON LA LAGUNA ALDEA CHINACA;30160467;MIRZA YOJANA LӐEZ BRIONES;DILMA GEIDY LӐEZ RAM͒EZ;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0048-43;13-003;HUEHUETENANGO;HUEHUETENANGO;EORM;CANTON LA BARRANCA ALDEA LA ESTANCIA;31777134;AURA MARINA RECINOS DE FڎES;HɃTOR ARMANDO PALACIOS MɎDEZ;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0049-43;13-003;HUEHUETENANGO;HUEHUETENANGO;EORM;CASERIO TERRERO ALTO, ALDEA EL TERRERO;59929726;AURA MARINA RECINOS DE FڎES;INGRID MAGDALI PEREZ ALFARO;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0050-43;13-002;HUEHUETENANGO;HUEHUETENANGO;EORM;ALDEA EL CARRIZAL ARRIBA;54741456;MIRZA YOJANA LӐEZ BRIONES;HUGO ROLANDO MART͎EZ MART͎EZ;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0051-43;13-002;HUEHUETENANGO;HUEHUETENANGO;EORM;CASERIO XINAXOJ ALDEA TOJSALE;53504203;MIRZA YOJANA LӐEZ BRIONES;FRANCIS JOEL LӐEZ ALVARADO;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0052-43;13-003;HUEHUETENANGO;HUEHUETENANGO;EORM;CASERIO SUCUJ ALDEA LA ESTANCIA;57195381;AURA MARINA RECINOS DE FڎES;KAREN ADELAIDE RECINOS GONZLEZ;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0053-43;13-002;HUEHUETENANGO;HUEHUETENANGO;EORM;CASERIO LOS AGUACATILLOS;;MIRZA YOJANA LӐEZ BRIONES;GILMA FLORIDALMA RUEDA MEDRANO;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0054-43;13-003;HUEHUETENANGO;HUEHUETENANGO;EORM;CANTON POSH ALDEA LA ESTANCIA;57413065;AURA MARINA RECINOS DE FڎES;MARCELINO ARIEL GARĆ MART͎EZ;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0055-43;13-003;HUEHUETENANGO;HUEHUETENANGO;EORM;ALDEA ZACULEU RUINAS II, ZONA 9;40061196;AURA MARINA RECINOS DE FڎES;IRIS MARICIELO ALBORES DOM͎GUEZ;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0056-43;13-003;HUEHUETENANGO;HUEHUETENANGO;EORM;CANTON CERRITO DEL MAIZ ALDEA EL TERRERO;;AURA MARINA RECINOS DE FڎES;HUGO FILIBERTO GODINEZ VILLATORO;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0057-43;13-003;HUEHUETENANGO;HUEHUETENANGO;EORM;CASERIO LAS PILAS ALDEA LA ESTANCIA;;AURA MARINA RECINOS DE FڎES;BILMA GRACIELA HERNNDEZ HERRERA;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0058-43;13-003;HUEHUETENANGO;HUEHUETENANGO;EORM;CASERIO NULILA TOJESPAQUE ALDEA CHINACA;;AURA MARINA RECINOS DE FڎES;CATALINA ARACELY AGUST͎ HERRERA;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0059-43;13-003;HUEHUETENANGO;HUEHUETENANGO;EORM;CASERIO RIO NEGRO ALDEA EL OREGANO;40803589;AURA MARINA RECINOS DE FڎES;RUDY FERNANDO RAMOS OSORIO;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0060-44;13-001;HUEHUETENANGO;HUEHUETENANGO;ESCUELA OFICIAL PARA ADULTOS TIPO FEDERACION;CANTON SAN JOSE;;HUGO GONZLEZ SALVADOR;FLOR DE MAŔ CALDERӎ REYES;PRIMARIA DE ADULTOS;OFICIAL;URBANA;ABIERTA;MONOLINGUE;NOCTURNA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0061-44;13-001;HUEHUETENANGO;HUEHUETENANGO;EOPA NO.1 PARA OBREROS;2A CALLE 7-26 ZONA 1;58605122;HUGO GONZLEZ SALVADOR;HELDER DOMINGO MɒIDA TELLO;PRIMARIA DE ADULTOS;OFICIAL;URBANA;ABIERTA;MONOLINGUE;NOCTURNA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0062-45;13-004;HUEHUETENANGO;HUEHUETENANGO;INEB ADSCRITO AL INSTITUTO NORMAL MIXTO ALEJANDRO CORDOVA;"6A. AVENIDA ""A"" 10-59, ZONA 1";77690082;CLARA ARMIDA MORALES CASTILLO;OTTO RENɠGUTIɒREZ;BASICO;OFICIAL;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0063-45;13-050;HUEHUETENANGO;HUEHUETENANGO;COLEGIO MIXTO ASTURIAS;2A CALLE 7-32 INTERIOR ZONA 1;77649529;REYNALDO RECINOS CASTILLO;ANABELA CLARISA MɎDEZ ESCOBEDO;BASICO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0064-45;13-050;HUEHUETENANGO;HUEHUETENANGO;INSTITUTO NACIONAL EXPERIMENTAL DE EDUCACIӎ BSICA CON ORIENTACIӎ OCUPACIONAL;CANTON SAN JOSE ZONA 5;77681904;REYNALDO RECINOS CASTILLO;ROSA MARIA ACEVEDO HERRERA;BASICO;OFICIAL;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0065-46;13-004;HUEHUETENANGO;HUEHUETENANGO;INSTITUTO NORMAL MIXTO ALEJANDRO CORDOVA;6A AVE. A 10-59 ZONA 1;77641157;CLARA ARMIDA MORALES CASTILLO;ADELA MAŔ CALDERON CANO;DIVERSIFICADO;OFICIAL;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0066-46;13-050;HUEHUETENANGO;HUEHUETENANGO;COLEGIO MIXTO ASTURIAS;2A CALLE 7-32 ZONA 1;77642242;REYNALDO RECINOS CASTILLO;LUIS ENRIQUE VSQUEZ VELSQUEZ;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0067-45;13-004;HUEHUETENANGO;HUEHUETENANGO;COLEGIO MIXTO 'ASTURIAS';2A CALLE 7-32 INTERIOR ZONA 1;77642242;CLARA ARMIDA MORALES CASTILLO;;BASICO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;NOCTURNA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0067-46;13-004;HUEHUETENANGO;HUEHUETENANGO;COLEGIO MIXTO ASTURIAS;2A CALLE 7-32 INTERIO ZONA 1;77642242;CLARA ARMIDA MORALES CASTILLO;;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;NOCTURNA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0068-45;13-050;HUEHUETENANGO;HUEHUETENANGO;COLEGIO DE LA SALLE;10A AVE. DE LA SALLE 10-00 ZONA 1;77641809;REYNALDO RECINOS CASTILLO;OSCAR FERNANDO MART͎EZ TELLO;BASICO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0068-46;13-050;HUEHUETENANGO;HUEHUETENANGO;COLEGIO DE LA SALLE;10A AVE. 10-00 ZONA 1;77641186;REYNALDO RECINOS CASTILLO;OSCAR FERNANDO MART͎EZ TELLO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-01-0069-45;13-050;HUEHUETENANGO;HUEHUETENANGO;COLEGIO EVANGELICO MIXTO LA AURORA;5A CALLE 5-47 ZONA 1;77641328;REYNALDO RECINOS CASTILLO;DAILY RUSB͠GONZLEZ RAMOS;BASICO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);HUEHUETENANGO
