;;;;;;;;;;;;;;;;
CODIGO;DISTRITO;DEPARTAMENTO;MUNICIPIO;ESTABLECIMIENTO;DIRECCION;TELEFONO;SUPERVISOR;DIRECTOR;NIVEL;SECTOR;AREA;STATUS;MODALIDAD;JORNADA;PLAN;DEPARTAMENTAL
05-07-0042-43;05-012;ESCUINTLA;LA GOMERA;COLEGIO CRISTIANO HOSANNA;CALZADA EUFRACIA TAMBITO 10-41 COLONIA 1ERO DE MAYO;78800046;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;JENIFER ADRIANA CANCINOS VARGAS;PRIMARIA;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-07-0043-42;05-012;ESCUINTLA;LA GOMERA;EODP ANEXA A EORM;5A CALLE 2-73 ALDEA EL CHONTEL;42700405;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;FREDDY JOSUɠVALENZUELA CASTILLO;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-07-0044-43;05-012;ESCUINTLA;LA GOMERA;COLEGIO PARROQUIAL MILAGROSO SEяR DE ESQUIPULAS;ALDEA SIPACATE;41280032;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;MYNOR OSWALDO CASTELLANOS ALDANA;PRIMARIA;PRIVADO;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-07-0045-42;05-012;ESCUINTLA;LA GOMERA;COLEGIO PARROQUIAL MILAGROSO SEяR DE ESQUIPULAS;ALDEA SIPACATE;41280032;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;MYNOR OSWALDO CASTELLANOS ALDANA;PARVULOS;PRIVADO;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-07-0046-46;05-012;ESCUINTLA;LA GOMERA;INSTITUTO MUNICIPAL DE EDUCACION DIVERSIFICADA;"2 CALLE ""A"" BARRIO CHIPILPA LA GOMERA";46313320;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;SUSANA ISABEL JIMɎEZ PɒEZ;DIVERSIFICADO;MUNICIPAL;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);ESCUINTLA
05-07-0047-45;05-012;ESCUINTLA;LA GOMERA;INSTITUTO MUNICIPAL DE EDUCACION BASICA POR MADUREZ Y DIVERSIFICADO;ESCUELA OFICIAL RURAL MIXTA DE ALDEA CEIBA AMELIA;51243729;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;ENMA ELIZABETH GONZLEZ FAJARDO;BASICO;PRIVADO;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;ESCUINTLA
05-07-0048-46;05-012;ESCUINTLA;LA GOMERA;INSTITUTO MUNICIPAL DE EDUCACION BASICA POR MADUREZ Y DIVERSIFICADO;ESCUELA OFICIAL RURAL MIXTA DE ALDEA CEIBA AMELIA;51243729;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;ENMA ELIZABETH GONZLEZ FAJARDO;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;ESCUINTLA
05-07-0049-46;05-012;ESCUINTLA;LA GOMERA;INSTITUTO MUNICIPAL DE EDUCACION BASICA POR MADUREZ Y DIVERSIFICADO;ESCUELA OFICIAL RURAL MIXTA DE ALDEA CEIBA AMELIA;51243729;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;ENMA ELIZABETH GONZLEZ FAJARDO;DIVERSIFICADO;PRIVADO;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;ESCUINTLA
05-07-0050-42;05-012;ESCUINTLA;LA GOMERA;CENTRO DE ATENCION Y DESARROLLO INFANTIL CADI 822-30;PARCELAMIENTO LAS CRUCES;55721713;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;MISAȌ VELQUEZ FLORES;PARVULOS;OFICIAL;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-07-0051-45;05-012;ESCUINTLA;LA GOMERA;COLEGIO CRISTIANO HOSANNA;CALZADA EUFRACIA TAMBITO 10-41 COLONIA 1RO DE MAYO;78800046;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;ZOILA TERESA BATRES VALENZUELA;BASICO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);ESCUINTLA
05-07-0053-42;05-012;ESCUINTLA;LA GOMERA;CENTRO EDUCATIVO PRIVADO LICEO GOMERANO;4TA. AVENIDA 0-553 BARRIO CHIPILAPA.;59723878;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;BYRON ERNESTO LIMӎ SANDOVAL;PARVULOS;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-07-0054-43;05-012;ESCUINTLA;LA GOMERA;CENTRO EDUCATIVO PRIVADO LICEO GOMERANO;4TA. AVENIDA 0-553 ZONA 1 BARRIO CHIPILAPA;59723278;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;BYRON ERNESTO LIMӎ SANDOVAL;PRIMARIA;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-07-0056-45;05-012;ESCUINTLA;LA GOMERA;LICEO GOMERANO;4A. AVENIDA 0-553, BARRIO CHIPILAPA;59450714;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;MARTA ARACELY MIсURI OVARES;BASICO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);ESCUINTLA
05-07-0057-45;05-012;ESCUINTLA;LA GOMERA;"INSTITUTO MUNICIPAL DE EDUCACIӎ BSICA Y BACHILLERATO POR MADUREZ ""SANTA CATALINA""";CALZADA EUFRACIA TAMBITO;56351983;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;MIRNA LORENA TڎCHEZ GӍEZ DE THOMAS;BASICO;MUNICIPAL;RURAL;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;ESCUINTLA
05-07-0058-46;05-012;ESCUINTLA;LA GOMERA;"COLEGIO PARTICULAR MIXTO ""ROSALES""";2A. CALLE BARRIO CHIPILAPA;42525902;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;ZOILA TERESA BATRES VALENZUELA;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;ESCUINTLA
05-07-0059-45;05-012;ESCUINTLA;LA GOMERA;"COLEGIO PARTICULAR MIXTO ""ROSALES""";2A. CALLE A BARRIO CHIPILAPA.;42525902;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;ZOILA TERESA BATRES VALENZUELA;BASICO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;ESCUINTLA
05-07-0060-46;05-012;ESCUINTLA;LA GOMERA;INSTITUTO MIXTO MUNICIPAL DE EDUCACIӎ BSICA Y BACHILLERATO POR MADUREZ;CALZADA EUFRACIA TAMBITO;56351983;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;MIRNA LORENA TڎCHEZ GӍEZ;DIVERSIFICADO;MUNICIPAL;RURAL;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;ESCUINTLA
05-07-0062-46;05-012;ESCUINTLA;LA GOMERA;"INSTITUTO MUNICIPAL DE EDUCACIӎ BSICA Y BACHILLERATO POR MADUREZ ""SANTA CATALINA""";SANTA CATALINA;56351983;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;MIRNA LORENA TڎCHEZ GӍEZ;DIVERSIFICADO;MUNICIPAL;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;ESCUINTLA
05-07-0063-46;05-012;ESCUINTLA;LA GOMERA;"COLEGIO MIXTO ""LUIS CARDOZA Y ARAGӎ""";4A AVE 5-112 BARRIO CHIPILAPA ZONA 0;78800991;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;KIMBERLY YAMILETH ESPINOZA ESCOBAR;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);ESCUINTLA
05-07-0064-45;05-012;ESCUINTLA;LA GOMERA;"COLEGIO MIXTO ""LUIS CARDOZA Y ARAGӎ""";4A AVE 5-112 BARRIO CHIPILAPA ZONA 0;78800991;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;KIMBERLY YAMILETH ESPINOZA ESCOBAR;BASICO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-07-0065-42;05-012;ESCUINTLA;LA GOMERA;EODP ANEXA A EORM;CASER͏ SAN JERӎIMO.;42571722;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;ROC͏ NATALI DELUCA POSADAS;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-07-0066-46;05-012;ESCUINTLA;LA GOMERA;"COLEGIO MIXTO ""LUIS CARDOZA Y ARAGӎ""";4A AVE 5-112 BARRIO CHIPILAPA ZONA 0;78800791;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;KIMBERLY YAMILETH ESPINOZA ESCOBAR;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);ESCUINTLA
05-07-0067-46;05-012;ESCUINTLA;LA GOMERA;"COLEGIO MIXTO ""LUIS CARDOZA Y ARAGӎ"".";4A AVENIDA 5-112, BARRIO CHIPILAPA.;59667864;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;KIMBERLY YAMILETH ESPINOZA ESCOBAR;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;ESCUINTLA
05-07-0068-45;05-012;ESCUINTLA;LA GOMERA;INSTITUTO MUNICIPAL DE EDUCACIӎ BSICA POR MADUREZ Y DIVERSIFICADO..;ESCUELA OFICIAL RURAL MIXTA. ALDEA CEIBA AMELIA;51243729;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;ENMA ELIZABETH GONZLEZ FAJARDO;BASICO;MUNICIPAL;RURAL;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (UN D́ A LA SEMANA);ESCUINTLA
05-07-0069-46;05-012;ESCUINTLA;LA GOMERA;INSTITUTO MUNICIPAL DE EDUCACIӎ BSICA POR MADUREZ Y DIVERSIFICADO.;ESCUELA OFICIAL RURAL MIXTA. ALDEA CEIBA AMELIA.;51243729;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;ENMA ELIZABETH GONZLEZ FAJARDO;DIVERSIFICADO;MUNICIPAL;RURAL;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (UN D́ A LA SEMANA);ESCUINTLA
05-07-0070-45;05-012;ESCUINTLA;LA GOMERA;INSTITUTO MUNICIPAL DE EDUCACIӎ BSICA Y DIVERSIFICADO;CALZADA EUFRACIA TAMBITO;56351983;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;MIRNA LORENA TڎCHEZ GӍEZ;BASICO;MUNICIPAL;RURAL;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (UN D́ A LA SEMANA);ESCUINTLA
05-07-0071-46;05-012;ESCUINTLA;LA GOMERA;INSTITUTO MUNICIPAL DE EDUCACIӎ BSICA Y DIVERSIFICADO;CALZADA EUFRACIA TAMBITO;56351983;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;MIRNA LORENA TڎCHEZ GӍEZ;DIVERSIFICADO;MUNICIPAL;RURAL;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (FIN DE SEMANA);ESCUINTLA
05-07-0072-45;05-012;ESCUINTLA;LA GOMERA;"COLEGIO MIXTO ""LUIS CARDOZA Y ARAGӎ"".";4A AVENIDA 5-112, BARRIO CHIPILAPA;78800791;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;KIMBERLY YAMILETH ESPINOZA ESCOBAR;BASICO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (FIN DE SEMANA);ESCUINTLA
05-07-0074-46;05-012;ESCUINTLA;LA GOMERA;"COLEGIO MIXTO ""LUIS CARDOZA Y ARAGӎ"".";4A AVENIDA 5-112, BARRIO CHIPILAPA;78800791;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;KIMBERLY YAMILETH ESPINOZA ESCOBAR;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (UN D́ A LA SEMANA);ESCUINTLA
05-07-0075-45;05-012;ESCUINTLA;LA GOMERA;"COLEGIO MIXTO ""LUIS CARDOZA Y ARAGӎ"".";4A AVENIDA 5-112, BARRIO CHIPILAPA;78800791;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;KIMBERLY YAMILETH ESPINOZA ESCOBAR;BASICO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;ESCUINTLA
05-07-0076-46;05-027;ESCUINTLA;LA GOMERA;FUNDACIӎ M.E.M.E (MILTӎ ENRIQUE MOLINA ESPINOZA);KM. 124.5 FINCA LAS ACACIAS;46182043;FAUSTINO CHIQUE VALENZUELA;BLANCA ROSA HERNNDEZ MUяZ;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;SEMIPRESENCIAL;ESCUINTLA
05-07-0077-46;05-012;ESCUINTLA;LA GOMERA;"""LICEO GOMERANO""";4TA. AVENIDA 0-553 BARRIO CHIPILAPA;78800390;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;MARTA ARACELY MIсURI OVARES;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);ESCUINTLA
05-07-0079-46;05-012;ESCUINTLA;LA GOMERA;"COLEGIO PARTICULAR MIXTO ""EMMANUEL""";PARCELA 149 ALDEA EL SILENCIO;36015327;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;ERIK ARNOLDO MUяZ COLINDRES;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;ESCUINTLA
05-07-0080-42;05-012;ESCUINTLA;LA GOMERA;"COLEGIO MIXTO LUIS CARDOZA Y ARAGӎ ""COMILCA""";4TA. AVENIDA 5-112 ZONA 0 CALLE PRINCIPAL BARRIO CHIPILAPA;78423519;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;DARLING RUB͠CHVEZ ESCOBAR;PARVULOS;PRIVADO;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-07-0081-43;05-012;ESCUINTLA;LA GOMERA;"COLEGIO MIXTO LUIS CARDOZA Y ARAGӎ ""COMILCA""";4TA. AVENIDA 5-112 ZONA 0 CALLE PRINCIPAL BARRIO CHIPILAPA;78423519;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;DARLING RUB͠CHVEZ ESCOBAR;PRIMARIA;PRIVADO;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-07-0082-45;05-012;ESCUINTLA;LA GOMERA;INSTITUTO MUNICIPAL DE EDUCACIӎ BSICA Y DIVERSIFICADO;2A CALLE LOTE 1-A, MANZANA 29, COLONIA SANTA CATALINA;56351983;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;MIRNA LORENA TڎCHEZ GӍEZ DE THOMAS;BASICO;MUNICIPAL;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;ESCUINTLA
05-07-0083-46;05-012;ESCUINTLA;LA GOMERA;INSTITUTO MUNICIPAL DE EDUCACIӎ BSICA Y DIVERSIFICADO;2A CALLE LOTE 1-A, MANZANA 29, COLONIA SANTA CATALINA;56251983;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;MIRNA LORENA TڎCHEZ GӍEZ DE THOMAS;DIVERSIFICADO;MUNICIPAL;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;ESCUINTLA
05-07-0084-45;05-012;ESCUINTLA;LA GOMERA;INSTITUTO PARTICULAR MIXTO EMMANUEL;PARCELA 149;36015327;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;ERIK ARNOLDO MUяZ COLINDRES;BASICO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;ESCUINTLA
05-07-0369-42;05-012;ESCUINTLA;LA GOMERA;EODP ANEXA A EORM;ALDEA CHIPILAPA;46632998;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;MILVIA VIVIANA RODRIGUEZ COLINDRES;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-07-0370-42;05-012;ESCUINTLA;LA GOMERA;EODP;DIAGONAL 1 COLONIA 1RO DE MAYO;78842061;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;MIRNA ELIZABETH MILIN MORALES;PARVULOS;OFICIAL;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-07-0370-43;05-012;ESCUINTLA;LA GOMERA;EOUM MARIA CASTELLANOS ABAUTA;CALZADA EUFRACIA TAMBITO;78842093;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;LISSY GRISELDA PERALTA PALALA;PRIMARIA;OFICIAL;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);ESCUINTLA
05-07-0371-43;05-012;ESCUINTLA;LA GOMERA;EOUM MARIA CASTELLANOS ABAUTA;CALZADA EUFRACIA TAMBITO;78800376;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;MAYRA LUCRECIA AVILA CARLOS;PRIMARIA;OFICIAL;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-07-0372-43;05-012;ESCUINTLA;LA GOMERA;EORM;PARCELAMIENTO LOS CHATOS;47213123;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;GRIZLY DANIRA BENITEZ AGREDA;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-07-0373-43;05-012;ESCUINTLA;LA GOMERA;EORM;ALDEA CEIBA AMELIA;59238167;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;ISRAEL DE JESړ HURTADO CONTRERAS;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-07-0374-43;05-012;ESCUINTLA;LA GOMERA;EORM;ALDEA LIBERTAD LAS CRUCES;54348585;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;BERTA ELISA GAITN CASTILLO;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-07-0376-43;05-012;ESCUINTLA;LA GOMERA;EORM;PARCELAMIENTO SAN JOSE NUEVO MUNDO;42614978;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;SAIDA PATRICIA GONZLEZ SOL͓;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-07-0377-42;05-012;ESCUINTLA;LA GOMERA;EODP ANEXA A EORM;ALDEA CERRO COLORADO;56931313;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;TANYA PATRICIA CHICAS ZEPEDA;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-07-0377-43;05-012;ESCUINTLA;LA GOMERA;EORM;ALDEA CERRO COLORADO;56931313;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;TANYA PATRICIA CHICAS ZEPEDA;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-07-0378-43;05-012;ESCUINTLA;LA GOMERA;EORM;ALDEA SIPACATE;59362163;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;;PRIMARIA;OFICIAL;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-07-0379-43;05-012;ESCUINTLA;LA GOMERA;EORM;ALDEA EL SILENCIO;55129162;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;MAŔ EUGENIA TRUJILLO;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-07-0380-43;05-012;ESCUINTLA;LA GOMERA;EORM;PARCELAMIENTO SAN JERONIMO;41677054;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;LUIS RAMӎ ARANA TAMBITO;PRIMARIA;OFICIAL;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-07-0381-43;05-012;ESCUINTLA;LA GOMERA;EORM;ALDEA TEXCUACO;56222064;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;EDA ADALYD RECINOS HERNNDEZ;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-07-0382-43;05-012;ESCUINTLA;LA GOMERA;EORM;PARCELAMIENTO LAS CRUCES;55311639;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;SUSANA ISABEL JIMɎEZ PɒEZ;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-07-0383-43;05-012;ESCUINTLA;LA GOMERA;EORM;CASERIO SAN JOSE RAMA BLANCA;42220881;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;;PRIMARIA;OFICIAL;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-07-0384-43;05-012;ESCUINTLA;LA GOMERA;EORM;ALDEA CHIPILAPA;78800525;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;ZOILA TERESA BATRES VALENZUELA;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-07-0385-43;05-012;ESCUINTLA;LA GOMERA;EORM;ALDEA EL CHONTEL;58955623;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;EMY ONELI SANTOS CRښ;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-07-0387-43;05-012;ESCUINTLA;LA GOMERA;EPRM ESCUELA PRIVADA RURAL MIXTA;FINCA MANGLARES LA GOMERA ESCUINTLA;47100583;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;CINDY PAOLA MɎDEZ CHACӎ;PRIMARIA;PRIVADO;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-07-0388-43;05-012;ESCUINTLA;LA GOMERA;EPRM ESCUELA PRIVADA RURAL MIXTA;HACIENDA BERNARDA LA GOMERA ESCUINTLA;30767664;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;EL͠ LӐEZ CORSANTES;PRIMARIA;PRIVADO;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);ESCUINTLA
05-07-0391-43;05-012;ESCUINTLA;LA GOMERA;EPRM FINCA LAS ACACIAS;FINCA LAS ACASIAS;46182043;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;BLANCA ROSA HERNNDEZ MUяZ DE LӐEZ;PRIMARIA;PRIVADO;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-07-0392-43;;ESCUINTLA;LA GOMERA;EPRM;FINCA SAMARIA;;;;PRIMARIA;PRIVADO;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);ESCUINTLA
05-07-0393-43;;ESCUINTLA;LA GOMERA;EPRM;FINCA NUEVA ESPERANZA;;;;PRIMARIA;PRIVADO;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);ESCUINTLA
05-07-0394-43;;ESCUINTLA;LA GOMERA;EPRM;FINCA PARY JUYU;;;;PRIMARIA;PRIVADO;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-07-0395-43;05-012;ESCUINTLA;LA GOMERA;EPRM;FINCA CANTOIRA;;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;;PRIMARIA;PRIVADO;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-07-0396-43;05-012;ESCUINTLA;LA GOMERA;EPRM ESCUELA PRIVADA RURAL MIXTA;LA GOMERA ESCUINTLA FINCA MONTAхSA;42719123;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;INGRIS ARACELY D́Z MEJ́;PRIMARIA;PRIVADO;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-07-0400-45;05-012;ESCUINTLA;LA GOMERA;IEBC DE ENSEсNZA;3A. CALLE 1A. AV. ESQUINA COLONIA 15 DE SEPTIEMBRE LA GOMERA ESCUINTLA;78842133;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;LUIS RAMӎ ARANA TAMBITO;BASICO;COOPERATIVA;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);ESCUINTLA
05-07-0402-45;05-012;ESCUINTLA;LA GOMERA;IEBC INSTITUTO DE EDUCACION BASICA POR COOPERATIVA;6A. CALLE 0-60 ALDEA SIPACATE;51399060;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;IRMA ESPERANZA RODAS URIBIO;BASICO;COOPERATIVA;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);ESCUINTLA
05-07-0574-43;05-012;ESCUINTLA;LA GOMERA;EORM;ALDEA EL TERRERO;41258280;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;IMELDA MAGALY PERALTA PALALA;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-07-0612-42;05-012;ESCUINTLA;LA GOMERA;EODP ANEXA A EORM;ALDEA SIPACATE;;BRENDA YOHANNA GUDIEL LOPEZ DE MUяZ;;PARVULOS;OFICIAL;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
